"TOA5","Vilm-3","CR1000","E7307","CR1000.Std.27","CPU:Vilm.CR1","8424","Sensors"
"TIMESTAMP","RECORD","DiffV_Avg(1)","DiffV_Avg(2)","DiffV_Avg(3)","DiffV_Avg(4)","DiffV_Avg(5)","DiffV_Avg(6)","DiffV_Avg(7)","DiffV_Avg(8)","DiffV_Avg(9)","FullBR_Avg(1)","FullBR_Avg(2)","FullBR_Avg(3)","FullBR_Avg(4)","FullBR_Avg(5)"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV/V","mV/V","mV/V","mV/V","mV/V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2015-06-08 11:00:00",256458,0.003476636,0.00364219,-0.0001655541,0.02930307,0.005794393,-0.003973298,0.0004966622,0.02085981,"NAN",5077.095,3635.754,4075.978,2185.475,2538.548
"2015-06-08 12:00:00",256518,0.003807806,0.004304477,0.0004966704,0.03162134,0.006125601,-0.002648909,-0.0006622272,0.02019793,"NAN",5077.095,3635.01,4074.488,2183.24,2538.548
"2015-06-08 13:00:00",256578,0.003310934,0.004635308,0.002317654,0.03079169,0.006952962,-0.002483201,-0.001655467,0.01986561,"NAN",5077.095,3635.01,4070.019,2181.006,2537.058
"2015-06-08 14:00:00",256638,0.002979643,0.005297143,0.003641786,0.03608679,0.008938924,-0.001986427,-0.001655357,0.01953322,"NAN",5076.208,3633.629,4063.349,2179.135,2532.146
"2015-06-08 15:00:00",256698,0.002648585,0.005628243,0.00529717,0.04039092,0.007118072,-0.001820902,0.0003310731,0.02151975,"NAN",5075.995,3631.988,4060.2,2176.81,2530.55
"2015-06-08 16:00:00",256758,0.00314496,0.004965727,0.003641533,0.03293932,0.00744859,-0.0008276211,0.0009931454,0.0211871,"NAN",5076.234,3634.393,4054.434,2176.912,2531.414
"2015-06-08 17:00:00",256818,0.001158641,0.003641448,0.002648326,0.03062125,0.00562769,0.001324168,0.001655204,0.02433149,"NAN",5075.915,3644.38,4071.159,2177.839,2537.585
"2015-06-08 18:00:00",256878,0.001324342,0.002814227,0.002648685,0.03526061,0.004635198,-0.0003310856,0.002317599,0.02400371,"NAN",5077.095,3648.417,4043.948,2178.026,2539.292
"2015-06-08 19:00:00",256938,0.0006621918,0.002317671,0.002317671,0.03195074,0.0041387,0.0001655444,0.001655479,0.02417,"NAN",5077.095,3651.396,4048.417,2178.771,2539.292
"2015-06-08 20:00:00",256998,0.0003310672,0.001986403,0.002317471,0.03360333,0.003145139,0.001158735,0.001655336,0.02483004,"NAN",5084.543,3658.1,4052.141,2178.026,2544.506
"2015-06-08 21:00:00",257058,-0.001158833,0.001489928,0.002317666,0.0306263,0.0009932856,0.0006621904,0.002317666,0.02549433,"NAN",5089.394,3660.609,4058.404,2181.168,2549.911
"2015-06-08 22:00:00",257118,-0.001489967,0.001158862,0.001655519,0.03062709,0.0004966551,0.002317726,0.002317726,0.02532944,"NAN",5094.423,3666.226,4102.061,2183.643,2550.937
"2015-06-08 23:00:00",257178,-0.001655399,0.001158779,0.002317559,0.02979718,-0.0006621596,0,0.002317559,0.0253276,"NAN",5099.227,3671.682,4093.389,2188.257,2551.849
"2015-06-09 00:00:00",257238,-0.00165544,0.0009932643,0.001986529,0.02764585,-0.0009932643,0.001158808,0.002317617,0.02565933,"NAN",5101.825,3673.433,4093.68,2191.393,2556.501
"2015-06-09 01:00:00",257298,-0.0009933361,-0.000331112,0.002648896,0.03476676,-0.001324448,0.002648896,0.002317784,0.02533007,"NAN",5104.893,3676.477,4116.849,2193.666,2558.035
"2015-06-09 02:00:00",257358,-0.0009933953,-0.0003311318,0.002649054,0.03129195,-0.001158961,0,0.002317922,0.02516601,"NAN",5108.619,3682.438,4082.573,2193.666,2563.251
"2015-06-09 03:00:00",257418,0.0006622857,0.0001655705,0.001324571,0.02864385,-0.00248357,-0.0006622857,0.003477001,0.02566357,"NAN",5113.089,3683.928,4118.339,2195.901,2563.251
"2015-06-09 04:00:00",257478,0.001986839,0.0006622798,0.0006622798,0.03659096,-0.002483549,-0.0009934197,0.003145829,0.02549777,"NAN",5115.325,3685.418,4125.045,2198.137,2563.996
"2015-06-09 05:00:00",257538,0.002318027,0.0008278668,0,0.03559827,-0.00298032,-0.00298032,0.00347704,0.02516715,"NAN",5119.271,3688.558,4100.633,2201.212,2566.342
"2015-06-09 06:00:00",257598,0.001655763,0.001159035,0.001655763,0.03659238,0.0009934669,0.0001655915,0.00132461,0.02351183,"NAN",5122.035,3692.127,4098.969,2202.609,2568.469
"2015-06-09 07:00:00",257658,0.001324303,0.001986454,0.00231753,0.03079004,0.002979681,0.0008276893,-0.001655379,0.02118885,"NAN",5122.016,3692.322,4128.903,2202.281,2565.851
"2015-06-09 08:00:00",257718,0.00297992,0.00297992,0.0009933069,0.04287775,0.01754842,-0.004800982,-0.003311023,0.02119054,"NAN",5123.302,3681.209,4131.118,2202.617,2562.396
"2015-06-09 09:00:00",257778,0.002814245,0.003641964,0.0001655438,0.04155149,0.009104909,-0.0009932629,-0.002648701,0.02234841,"NAN",5122.534,3681.193,4125.886,2201.118,2557.17
"2015-06-09 10:00:00",257838,0.002648857,0.003642179,-0.0001655536,0.03360737,0.008939893,-0.0006622142,-0.002814411,0.02284639,"NAN",5122.534,3681.193,4124.396,2198.884,2556.426
"2015-06-09 11:00:00",257898,0.002814336,0.00413873,0.0003310984,0.03178545,0.007946366,-0.001986586,-0.002979886,0.02367354,"NAN",5121.79,3679.703,4122.162,2195.904,2552.701
"2015-06-09 12:00:00",257958,0.002152118,0.003973141,0.001655475,0.03277842,0.005794164,0.0001655475,-0.002979856,0.02251447,"NAN",5122.534,3680.448,4120.672,2195.904,2551.211
"2015-06-09 13:00:00",258018,0.001986449,0.005297197,0.003310748,0.03128657,0.008773481,-0.001820911,-0.004966122,0.02350631,"NAN",5122.429,3678.348,4114.775,2194.05,2550.043
"2015-06-09 14:00:00",258078,0.001655517,0.005463204,0.004304343,0.03095816,0.007946479,0.0008277582,-0.004800998,0.02417054,"NAN",5120.355,3674.949,4105.369,2192.31,2549.752
"2015-06-09 15:00:00",258138,0.00297982,0.005131912,0.006952914,0.03625448,0.008608369,0.0001655456,-0.001655456,0.02599065,"NAN",5119.431,3674.076,4098.523,2190,2549.663
"2015-06-09 16:00:00",258198,0.002648501,0.004634877,0.003310626,0.02996118,0.006124657,0.002151904,-0.0006621252,0.02648501,"NAN",5118.575,3681.233,4076.689,2192.505,2549.978
"2015-06-09 17:00:00",258258,0.002648432,0.00380712,0.002979486,0.03293987,0.005296863,0.001324216,0.001324216,0.0269809,"NAN",5122.94,3685.418,4083.902,2191.29,2550.298
"2015-06-09 18:00:00",258318,0.001986555,0.00264874,0.00264874,0.02930168,0.004469748,0.003476471,0.002317647,0.02681849,"NAN",5129.236,3693.854,4089.385,2192.178,2552.7
"2015-06-09 19:00:00",258378,0.001655442,0.002152075,0.002152075,0.0329433,0.004304151,0.0001655435,0.002152075,0.0273148,"NAN",5135.939,3699.069,4099.813,2192.923,2559.404
"2015-06-09 20:00:00",258438,0.001324301,0.001655377,0.001820914,0.03261092,0.002317527,-0.001158764,0.002648602,0.02764479,"NAN",5141.154,3706.517,4107.262,2195.158,2562.383
"2015-06-09 21:00:00",258498,0.0009933655,0.001324487,0.001490048,0.03460223,0.001158927,0.0008278048,0.00364234,0.0279798,"NAN",5148.603,3708.752,4113.221,2201.862,2567.597
"2015-06-09 22:00:00",258558,0.0008277149,0.0006621719,0.000165543,0.03310859,-0.0009932577,-0.0003310859,0.005131832,0.02748013,"NAN",5152.455,3716.085,4124.348,2203.725,2573.992
"2015-06-09 23:00:00",258618,0.001489945,0.0006621979,0.000331099,0.0317855,-0.001821044,-0.001324396,0.004800935,0.02648792,"NAN",5156.281,3719.676,4125.771,2205.577,2575.16
"2015-06-10 00:00:00",258678,0.001655621,0.0006622482,0.0006622482,0.03675476,-0.002980121,-0.0009933724,0.004304612,0.02599324,"NAN",5160.033,3719.694,4125.791,2205.588,2575.173
"2015-06-10 01:00:00",258738,0.001655751,0.0003311502,0.0004967253,0.03443962,-0.0009934505,0,0.005298403,0.02433954,"NAN",5163.758,3723.42,4130.262,2206.333,2580.389
"2015-06-10 02:00:00",258798,0.0009934437,0.0003311479,0.0006622958,0.03328036,-0.001821313,-0.0004967218,0.003973775,0.01854428,"NAN",5166.739,3728.636,4136.968,2208.569,2584.115
"2015-06-10 03:00:00",258858,0.0006622507,0.0003311253,0.0006622507,0.05761581,-0.00248344,0,0.003642379,0.01390726,"NAN",5171.955,3731.616,4138.458,2210.804,2587.095
"2015-06-10 04:00:00",258918,0.0003311462,-0.0003311462,-0.0003311462,0.03443921,-0.001986878,0.0003311463,0.004304901,0.01059668,"NAN",5174.19,3732.362,4142.929,2213.784,2587.095
"2015-06-10 05:00:00",258978,0.0004967219,-0.0004967219,-0.001324596,0.02533291,-0.001159013,0.000496732,0.002814766,0.01043119,"NAN",5177.175,3737.58,4146.658,2216.767,2587.097
"2015-06-10 06:00:00",259038,0.0009934731,0.0003311577,-0.0009934731,0.02483683,0.002318104,0.0003311577,0.002980419,0.0086101,"NAN",5179.41,3739.071,4148.148,2217.512,2587.097
"2015-06-10 07:00:00",259098,0,0.001324454,0.0008277835,0.02119126,0.01009896,0.001655567,-0.003973361,0.002648907,"NAN",5179.216,3740.628,4148.886,2216.365,2586.628
"2015-06-10 08:00:00",259158,0.002979748,0.004138541,-0.0006621662,0.04287525,0.02466566,-0.008773708,-0.002483117,0.004800703,"NAN",5174.676,3719.927,4145.998,2214.526,2580.262
"2015-06-10 09:00:00",259218,0.002979751,0.004966252,-0.001655417,0.04701385,0.01274671,-0.001324334,-0.001489875,0.004138543,"NAN",5170.952,3719.927,4163.13,2212.291,2574.303
"2015-06-10 10:00:00",259278,0.003311064,0.005959915,-0.0006622127,0.02963402,0.01258204,-0.0006622126,-0.0004966592,0.005628808,"NAN",5162.013,3719.182,4165.365,2209.312,2574.303
"2015-06-10 11:00:00",259338,0.002317652,0.005628583,0.0009932795,0.03211603,0.0120849,-0.003807571,-0.001158826,0.004800851,"NAN",5160.92,3718.187,4168.808,2205.439,2568.915
"2015-06-10 12:00:00",259398,0.002648381,0.005958858,0.001986286,0.03012534,0.01175219,-0.003641524,-0.001820762,0.005462286,"NAN",5159.655,3717.811,4166.153,2202.982,2564.187
"2015-06-10 13:00:00",259458,0.002648624,0.006952639,0.005462787,0.02747948,0.01026342,-0.00314524,-0.00463509,0.00496617,"NAN",5160.83,3717.585,4145.047,2199.869,2562.542
"2015-06-10 14:00:00",259518,0.001655397,0.007449287,0.008111446,0.03327348,0.01258102,-0.0009932383,-0.006787128,0.00579389,"NAN",5160.271,3717.182,4158.002,2195.163,2561.52
"2015-06-10 15:00:00",259578,0.001324371,0.007284038,0.01175379,0.03344036,0.01307816,-0.0004966389,-0.0008277316,0.007780677,"NAN",5160.455,3717.314,4155.171,2193.752,2561.611
"2015-06-10 16:00:00",259638,0.002317677,0.006953029,0.006290836,0.03244747,0.01539599,-0.0003310966,0.0003310966,0.007284126,"NAN",5160.35,3720.217,4149.129,2193.707,2561.559
"2015-06-10 17:00:00",259698,0.00231758,0.006290574,0.006290574,0.03476369,0.0115879,0.003972994,0.00115879,0.006787198,"NAN",5163.314,3728.398,4158.798,2192.956,2561.552
"2015-06-10 18:00:00",259758,0.001820998,0.005628541,0.005628541,0.0266528,0.01142263,0.004966359,0.001820998,0.006952904,"NAN",5171.684,3731.506,4163.41,2193.032,2561.64
"2015-06-10 19:00:00",259818,0.001158739,0.004634956,0.004303888,0.02532673,0.009932049,0.003310683,0.002483012,0.007449036,"NAN",5179.691,3741.592,4177.266,2193.27,2561.918
"2015-06-10 20:00:00",259878,0.0004966095,0.00380734,0.003972876,0.0276446,0.007945753,0.002317511,0.002814121,0.008111289,"NAN",5185.363,3743.412,4147.843,2193.464,2574.061
"2015-06-10 21:00:00",259938,0,0.003310817,0.003641899,0.02731431,0.008111489,0.004635124,0.001655408,0.008773662,"NAN",5194.785,3751.955,4157.169,2196.648,2578.026
"2015-06-10 22:00:00",259998,-0.0009932924,0.002317682,0.002152134,0.02251463,0.004635365,0.005959754,0.002483231,0.00910518,"NAN",5197.02,3755.679,4162.383,2203.352,2585.475
"2015-06-10 23:00:00",260058,-0.0009932186,0.001655364,0.0009932186,0.02582367,0.003972869,0.004966088,0.002483049,0.008607895,"NAN",5204.469,3763.873,4172.066,2204.842,2586.219
"2015-06-11 00:00:00",260118,-0.001324361,0,-0.0006621806,0.02516286,0.003807538,0.004304174,0.003145358,0.007615077,"NAN",5207.448,3766.853,4171.322,2206.331,2589.199
"2015-06-11 01:00:00",260178,-0.001655527,-0.0003311053,-0.001655527,0.02549511,0.001158869,0.005794343,0.0031455,0.00744987,"NAN",5210.167,3772.417,4175.434,2208.771,2596.889
"2015-06-11 02:00:00",260238,-0.001986622,0,-0.0006622073,0.02433612,0.002317716,0.003145486,0.002317732,0.007449833,"NAN",5217.164,3778.589,4181.628,2212.62,2598.525
"2015-06-11 03:00:00",260298,-0.002483035,0,-0.0006621425,0.02449927,0.001324285,0.0006621425,0.0009932138,0.007945711,"NAN",5220.251,3780.901,4185.439,2217.135,2598.578
"2015-06-11 04:00:00",260358,-0.002648727,-0.0004966363,-0.001821,0.01903773,0.0001655454,0.002814272,0.001158818,0.009601636,"NAN",5222.611,3784.717,4190.009,2217.188,2598.64
"2015-06-11 05:00:00",260418,-0.002151949,-0.0006621381,-0.002317483,0.02449911,0.0009932071,0.002979622,0.001489811,0.01026314,"NAN",5229.938,3789.638,4194.979,2217.452,2599.695
"2015-06-11 06:00:00",260478,-0.0004966148,0,-0.002979689,0.0246652,0.003641842,0.001489845,0.001986459,0.01026337,"NAN",5232.065,3791.049,4197.126,2218.151,2601.13
"2015-06-11 07:00:00",260538,0.0013243,0.0009932248,-0.00198645,0.02483059,0.008442412,0.0013243,0.0013243,0.009104559,"NAN",5233.663,3790.588,4197.36,2219.371,2602.304
"2015-06-11 08:00:00",260598,0.003310977,0.003310977,0,0.05065795,0.03857288,-0.01407165,-0.001655489,0.0071186,"NAN",5231.29,3779.52,4195.163,2218.997,2598.14
"2015-06-11 09:00:00",260658,0.003642178,0.005463267,0.001655535,0.05512933,0.02152196,-0.005794374,-0.001324428,0.008112123,"NAN",5222.348,3779.517,4194.415,2218.25,2598.139
"2015-06-11 10:00:00",260718,0.004304009,0.006290475,0.003476316,0.03194899,0.01589173,-0.00281416,-0.001324311,0.008608018,"NAN",5217.784,3778.909,4225.02,2217.148,2597.72
"2015-06-11 11:00:00",260778,0.003807448,0.007283814,0.005131778,0.03277716,0.01671966,-0.004635154,-0.001986495,0.002483118,"NAN",5214.088,3776.9,4222.206,2216.099,2595.13
"2015-06-11 12:00:00",260838,0.003642158,0.007780974,0.006787658,0.02301182,0.01936966,-0.003642158,-0.003145492,-0.003476596,"NAN",5214.052,3776.13,4212.496,2216.084,2585.431
"2015-06-11 13:00:00",260898,0.002979839,0.008277331,0.009767249,0.02317652,0.02036223,-0.002648746,-0.005463038,-0.003310932,"NAN",5213.879,3776.004,4213.1,2216.01,2585.345
"2015-06-11 14:00:00",260958,0.001986457,0.008607981,0.01158767,0.02416856,0.02118888,-0.001489843,-0.005959371,-0.001655381,"NAN",5213.758,3776.661,4202.578,2215.959,2585.286
"2015-06-11 15:00:00",261018,0.000993222,0.007780239,0.01241527,0.02151981,0.0196989,-0.000331074,-0.000993222,0,"NAN",5214.621,3776.747,4203.418,2216.009,2585.344
"2015-06-11 16:00:00",261078,0.001324267,0.007614534,0.008276667,0.01903633,0.019864,0.0009932,-0.0008276667,0,"NAN",5214.622,3781.215,4178.101,2213.776,2585.344
"2015-06-11 17:00:00",261138,0.001489928,0.007615185,0.009105112,0.01771358,0.01903796,0.004469783,0.000331095,0.0004966425,"NAN",5217.6,3786.427,4179.59,2213.776,2585.344
"2015-06-11 18:00:00",261198,0.0009932636,0.006290669,0.007946108,0.01523004,0.01738211,0.006290669,0.0009932636,0.0009932636,"NAN",5225.821,3790.172,4190.039,2211.554,2585.359
"2015-06-11 19:00:00",261258,0.0003310896,0.004304165,0.005297434,0.01705111,0.01390576,0.006456247,0.000827724,0.000827724,"NAN",5231.883,3799.929,4193.847,2216.067,2596.581
"2015-06-11 20:00:00",261318,0,0.002979492,0.003972656,0.01555957,0.009766115,0.004965818,0.002151854,0.00198633,"NAN",5243.787,3805.674,4206.35,2216.377,2597.689
"2015-06-11 21:00:00",261378,-0.001324337,0.001986505,0.003310841,0.01440216,0.006787225,0.004304093,0.003310841,0.00397301,"NAN",5254.366,3813.773,4245.802,2218.245,2601.857
"2015-06-11 22:00:00",261438,-0.001324343,0.001324343,0.00397303,0.01589212,0.004966287,0.003807487,0.003476401,0.004800744,"NAN",5258.1,3815.27,4224.208,2222.719,2607.821
"2015-06-11 23:00:00",261498,-0.001986473,0.0006621577,0.004635104,0.01705056,0.003807406,0.003641867,0.003476329,0.003807409,"NAN",5267.784,3822.719,4224.953,2225.698,2610.056
"2015-06-12 00:00:00",261558,-0.002317701,0.0003311002,0.004966503,0.01324401,0.001986601,0.003476552,0.003642102,0.002979902,"NAN",5269.638,3825.962,4228.97,2228.832,2613.216
"2015-06-12 01:00:00",261618,-0.002979837,0.000662186,0.004304209,0.014237,0.002979838,0.003476477,0.00281429,0.003807568,"NAN",5273.871,3833.782,4236.083,2229.047,2617.193
"2015-06-12 02:00:00",261678,-0.0023176,0.0009932572,0.003641943,0.01208463,0.004304114,0.003807486,0.002483143,0.001820971,"NAN",5278.74,3837.255,4241.02,2231.135,2620.746
"2015-06-12 03:00:00",261738,-0.001655509,0.0004966528,0.003642121,0.0168862,0.002483264,0.002814366,0.002814366,0.002814366,"NAN",5282.447,3841.712,4246.965,2235.598,2623.718
"2015-06-12 04:00:00",261798,-0.001324419,0,0.003642151,0.01556194,0.001158861,0.00248328,0.002979942,0.005132117,"NAN",5288.046,3845.716,4251.744,2237.25,2624.653
"2015-06-12 05:00:00",261858,-0.0009932494,0.0003310831,0.002483123,0.01920282,0.003145289,0.001986498,0.00215204,0.002317582,"NAN",5290.281,3850.931,4256.959,2238.74,2626.888
"2015-06-12 06:00:00",261918,-0.0003310897,0.001489904,0.002317628,0.01787885,0.007780609,0.002648718,0.001324359,0.0009932691,"NAN",5293.341,3851.192,4257.914,2237.714,2626.558
"2015-06-12 07:00:00",261978,0.0009932593,0.002317605,0.002152062,0.02267942,0.0145678,0.002317605,0.0003310864,0.001158802,"NAN",5293.856,3854.75,4290.504,2240.597,2627.934
"2015-06-12 08:00:00",262038,0.002317649,0.002979835,0.0009932782,0.05231265,0.04204878,-0.009932783,0.0001655464,-0.0006621855,"NAN",5295.174,3844.942,4263.55,2239.779,2625.614
"2015-06-12 09:00:00",262098,0.001986325,0.004800286,0.0003310542,0.04849944,0.02333933,-0.003145013,-0.003476069,-0.003641599,"NAN",5290.629,3841.366,4296.402,2240.176,2621.483
"2015-06-12 10:00:00",262158,0.003476383,0.005131803,-0.0003310841,0.03443274,0.01721637,0,-0.00165542,-0.0008277102,"NAN",5286.922,3840.837,4293.577,2238.379,2621.122
"2015-06-12 11:00:00",262218,0.003642131,0.004635439,-0.001324411,0.02946815,0.01423742,-0.00115886,-0.0006622056,0.001655514,"NAN",5288.489,3843.872,4291.405,2237.667,2618.926
"2015-06-12 12:00:00",262278,0.00314525,0.004304026,0.0003310789,0.02317553,0.01357424,-0.0004966186,0.0006621578,0.0009932364,"NAN",5290.208,3850.741,4293.081,2237.764,2621.274
"2015-06-12 13:00:00",262338,0.002814225,0.005297365,0.002648682,0.01953403,0.01721643,-0.001986512,-0.003476396,-0.002979768,"NAN",5288.37,3849.742,4290.564,2237.616,2618.123
"2015-06-12 14:00:00",262398,0.00248324,0.006953077,0.005297582,0.02085925,0.02185252,-0.0006621978,-0.005297582,-0.003310993,"NAN",5288.342,3845.999,4283.095,2236.86,2615.13
"2015-06-12 15:00:00",262458,0.003310677,0.00778009,0.007614556,0.03492764,0.0225126,0.0001655338,-0.001489804,0.0001655338,"NAN",5281.755,3844.796,4273.65,2235.849,2611.841
"2015-06-12 16:00:00",262518,0.003807339,0.007945752,0.004303949,0.03741125,0.02102313,0.0001655365,-0.0001655365,-0.001158755,"NAN",5279.992,3843.107,4271.939,2235.732,2608.727
"2015-06-12 17:00:00",262578,0.003642207,0.008277743,0.003311097,0.0418854,0.02135658,0.001986658,-0.0003311075,0.01274776,"NAN",5283.34,3846.355,4273.728,2230.677,2608.91
"2015-06-12 18:00:00",262638,0.002648562,0.0061248,0.002483027,0.03277595,0.01820886,0.003807308,0.0004966054,0.01589137,"NAN",5288.314,3855.659,4283.817,2230.891,2609.16
"2015-06-12 19:00:00",262698,0.00198652,0.004800757,0.00248315,0.03095661,0.01423673,0.002648694,0.003310867,0.01936857,"NAN",5292.063,3861.635,4257.776,2230.902,2612.151
"2015-06-12 20:00:00",262758,0.0009932937,0.003310979,0.002648783,0.03526193,0.007615252,0.002152136,0.001324392,0.02234911,"NAN",5300.396,3871.419,4285.442,2233.196,2621.157
"2015-06-12 21:00:00",262818,0,0.002648511,0.002648511,0.03178213,0.007945532,0.002814042,0.001158723,0.03029234,"NAN",5303.788,3876.933,4275.351,2237.838,2625.829
"2015-06-12 22:00:00",262878,-0.0009931534,0.002317358,0.002317358,0.02863592,0.007779703,0.005131293,0.001986305,0.01440073,"NAN",5312.481,3884.002,4318.951,2240.283,2632.035
"2015-06-12 23:00:00",262938,-0.0009932269,0.002317529,0.002814143,0.02400298,0.008276891,0.005628285,-0.0003310756,0.0258239,"NAN",5315.985,3885.876,4317.888,2241.995,2633.785
"2015-06-13 00:00:00",262998,-0.0006621873,0.002483203,0.003310937,0.02979843,0.008111794,0.004304218,0.003310937,-0.007449607,"NAN",5321.277,3888.912,4321.676,2242.028,2633.824
"2015-06-13 01:00:00",263058,-0.0003310827,0.002317579,0.002979744,0.0364191,0.009766944,0.004304073,0.001655403,0.009766934,"NAN",5325.487,3893.937,4326.679,2242.663,2638.164
"2015-06-13 02:00:00",263118,-0.0009932821,0.002152111,0.002814299,0.03410268,0.007780709,0.00496641,-0.002317658,0.01489923,"NAN",5330.094,3896.272,4331.26,2244.211,2641.212
"2015-06-13 03:00:00",263178,-0.001324462,0.001986692,0.002648923,0.03592602,0.005297846,0.003145596,0.003476712,0.02168806,"NAN",5334.823,3898.696,4341.154,2248.789,2645.065
"2015-06-13 04:00:00",263238,-0.0009932457,0.001820951,0.002979737,0.03327373,0.005793933,0.005462851,-0.0004966229,0.01572639,"NAN",5337.802,3909.125,4336.685,2249.534,2646.555
"2015-06-13 05:00:00",263298,-0.0003310929,0.002152104,0.00231765,0.03244711,0.007615137,0.004635301,0.0003310931,0.00794623,"NAN",5340.782,3909.125,4344.134,2250.279,2645.81
"2015-06-13 06:00:00",263358,0.0006621905,0.002814309,0.001821024,0.03575829,0.009601767,0.005297531,-0.001655465,0.01854133,"NAN",5341.586,3910.113,4351.024,2249.246,2645.47
"2015-06-13 07:00:00",263418,0.002317454,0.003641714,0.001820857,0.0188707,0.01870517,0.002648519,0.0008276623,-0.0004965974,"NAN",5341.795,3910.465,4346.12,2249.765,2645.205
"2015-06-13 08:00:00",263478,0.003642017,0.004800841,0.00132437,0.05943111,0.0440353,-0.008939498,0.0003310925,0.01473362,"NAN",5339.111,3895.988,4345.754,2248.831,2644.982
"2015-06-13 09:00:00",263538,0.00397322,0.006787585,0.002317712,0.05165187,0.0293025,-0.0006622034,-0.0008277543,-0.0008277543,"NAN",5335.998,3895.889,4349.367,2248.774,2641.192
"2015-06-13 10:00:00",263598,0.00430382,0.008938704,0.00430382,0.03757566,0.02383654,-0.0008276578,-0.001655316,-0.0008276578,"NAN",5325.431,3895.785,4333.614,2247.969,2635.91
"2015-06-13 11:00:00",263658,0.003641773,0.009269968,0.004303914,0.03774197,0.02731331,-0.002814102,-0.001820885,-0.002648556,"NAN",5320.807,3893.836,4336.74,2247.274,2632.117
"2015-06-13 12:00:00",263718,0.004800217,0.01241435,0.00628994,0.04535378,0.02863578,-0.003641544,-0.0004965742,0.01075911,"NAN",5315.589,3887.876,4327.058,2242.805,2631.369
"2015-06-13 13:00:00",263778,0.004303869,0.01291161,0.009600938,0.04022462,0.03294115,-0.003476202,-0.001489801,0.02300914,"NAN",5313.349,3884.149,4318.864,2241.313,2624.667
"2015-06-13 14:00:00",263838,0.001986467,0.01324311,0.01258096,0.04320566,0.02665177,-0.001986463,-0.001324312,0.01953359,"NAN",5311.86,3884.893,4289.089,2239.08,2621.689
"2015-06-13 15:00:00",263898,0.00115875,0.01191858,0.01324286,0.0407218,0.02565805,-0.0004966073,-0.0004966073,-0.002814109,"NAN",5310.372,3885.638,4292.066,2239.08,2620.2
"2015-06-13 16:00:00",263958,0.0006621559,0.009601261,0.009932338,0.04221244,0.01969913,0.0009932306,0.001158768,0.02433424,"NAN",5321.537,3899.037,4289.089,2239.08,2626.155
"2015-06-13 17:00:00",264018,-0.0008276248,0.007283098,0.007283098,0.03178079,0.01373857,0.0006620998,-0.0004965749,0.02267692,"NAN",5337.658,3914.084,4309.438,2244.065,2636.441
"2015-06-13 18:00:00",264078,-0.001986312,0.003144994,0.006786565,0.04436096,0.0127455,0.001324208,-0.000331052,0.02648416,"NAN",5348.654,3929.396,4327.771,2249.518,2644.17
"2015-06-13 19:00:00",264138,-0.001821118,0.002980012,0.005628911,0.04602461,0.00778115,0.001986675,-0.001655555,0.01721788,"NAN",5363.629,3936.157,4341.24,2251.786,2648.678
"2015-06-13 20:00:00",264198,-0.002317688,0.001324393,0.004635376,0.04453272,0.01142289,0.003973179,-0.0008277457,0.03095769,"NAN",5370.996,3943.545,4347.133,2254.731,2655.34
"2015-06-13 21:00:00",264258,-0.001158886,0.003642212,0.007284423,0.04287876,0.01456885,0.003311102,-0.0004966652,0.0147344,"NAN",5376.956,3948.76,4356.816,2259.945,2660.554
"2015-06-13 22:00:00",264318,-0.0003310991,0.002979892,0.005297586,0.04387064,0.01009852,0.00778083,-0.0008277479,0.006953082,"NAN",5385.888,3958.438,4364.26,2263.667,2664.276
"2015-06-13 23:00:00",264378,-0.001489919,0.000993279,0.001821012,0.04188327,0.006952954,0.003145384,0.001986558,0.02301097,"NAN",5390.446,3962.228,4365.822,2265.938,2669.533
"2015-06-14 00:00:00",264438,-0.001655447,0.0003310893,0.000993268,0.04486261,0.004469699,0.00198653,-8.556526E-009,0.02582497,"NAN",5392.675,3965.947,4370.286,2275.616,2672.509
"2015-06-14 01:00:00",264498,-0.001820939,-0.0001655399,-0.0006621597,0.0493309,0.004800658,-0.0008276996,-0.001655399,0.02847287,"NAN",5396.725,3972.889,4374.273,2277.244,2676.394
"2015-06-14 02:00:00",264558,-0.001655367,-0.0003310734,-0.00148983,0.04221186,0.002483051,0.0003310734,-0.0003310735,0.0230096,"NAN",5401.691,3974.745,4411.915,2281.177,2678.875
"2015-06-14 03:00:00",264618,-0.0008277181,-0.0003310879,0.0008277181,0.04072373,0.002648717,0.00215208,0,0.02781139,"NAN",5406.265,3980.036,4417.214,2282.712,2678.183
"2015-06-14 04:00:00",264678,-0.0001655456,0.0008277281,0.001986547,0.04287631,0.001986547,-0.0004966368,0.001158819,0.01804447,"NAN",5411.753,3982.472,4421.162,2283.572,2682.787
"2015-06-14 05:00:00",264738,0.0009932946,0.001655491,0.002152138,0.04403606,0.003476524,0.0003310999,-0.0004966465,0.02863999,"NAN",5419.083,3989.089,4424.79,2286.502,2684.964
"2015-06-14 06:00:00",264798,0.002151985,0.00248306,0.002317523,0.04651599,0.001655373,0.001655373,-0.003641821,0.03161763,"NAN",5421.802,3989.642,4428.301,2287.881,2686.324
